artist_id,genre,genre_id,masterGenre_id
173,pop christmas,19,2
174,dream pop,52,2
174,indie rock,46,3
22,hip hop,87,4
174,chamber pop,40,2
174,indie pop,45,2
174,slow core,138,1
22,rap,8,4
3,pop rap,7,4
3,dirty south rap,101,4
180,pop,4,2
123,neo-psychedelic,71,3
123,synthpop,33,1
124,chillwave,51,1
124,indietronica,55,3
124,indie folk,5,3
124,noise pop,72,2
145,rap,8,4
145,rap,8,4
145,gangster rap,82,4
151,new rave,32,1
151,edm,1,1
152,pop christmas,19,2
151,edm,1,1
152,rap,8,4
153,electronic,31,1
153,electro house,2,1
168,folk-pop,42,2
169,house,3,1
170,traditional country,16,5
169,house,3,1
170,country road,13,5
173,rap,8,4
174,dream pop,52,2
174,nu gaze,73,1
173,southern hip hop,61,4
174,dance-punk,90,1
174,neo-psychedelic,71,3
174,indie christmas,44,3
174,noise rock,134,7
22,pop rap,7,4
3,hip hop,87,4
3,west coast rap,163,4
179,rap,8,4
180,indietronica,55,3
124,brooklyn indie,69,3
124,indie rock,46,3
124,indie pop,45,2
126,disco house,29,1
127,indie pop,45,2
127,indie r&b,23,6
128,gauze pop,74,2
127,metropopolis,24,1
128,tropical house,26,1
128,tropical house,26,1
132,underground pop rap,9,4
133,pop,4,2
134,indie r&b,23,6
133,pop,4,2
134,indie r&b,23,6
136,post-teen pop,25,2
136,hip pop,58,2
137,trap music,63,4
136,post-teen pop,25,2
137,trap music,63,4
137,rap,8,4
138,underground pop rap,9,4
140,rap,8,4
140,rap,8,4
142,indietronica,55,3
142,indietronica,55,3
144,viral pop,106,2
143,future garage,107,1
145,hip hop,87,4
145,pop rap,7,4
146,southern hip hop,61,4
145,pop,4,2
146,trap music,63,4
146,southern hip hop,61,4
147,escape room,53,1
148,rap,8,4
150,future garage,107,1
151,dance-punk,90,1
151,synthpop,33,1
150,uk funky,168,6
151,big beat,28,1
151,indietronica,55,3
153,synthpop,33,1
152,rap,8,4
153,electronic,31,1
153,new rave,32,1
156,west coast rap,163,4
156,trap music,63,4
157,rap,8,4
156,trap music,63,4
157,hip hop,87,4
157,southern hip hop,61,4
160,pop,4,2
159,escape room,53,1
160,indietronica,55,3
161,indietronica,55,3
160,synthpop,33,1
161,noise pop,72,2
161,indietronica,55,3
164,tropical house,26,1
165,pop rap,7,4
166,tropical house,26,1
168,folk-pop,42,2
169,downtempo,97,
170,country,11,5
170,contemporary country,10,5
170,texas country,17,5
172,trap music,63,4
173,pop christmas,19,2
173,southern hip hop,61,4
174,dance-punk,90,1
174,noise pop,72,2
174,anti-folk,136,
174,noise pop,72,2
174,freak folk,70,8
174,neo-psychedelic,71,3
22,hip hop,87,4
3,g funk,193,6
5,deep indie r&b,79,3
5,indie r&b,23,6
177,ninja,65,1
179,crunk,96,4
180,new rave,32,1
124,chamber pop,40,2
124,new weird america,150,1
124,dream pop,52,2
124,slow core,138,1
126,pop house,192,1
126,house,3,1
126,house,3,1
127,indie pop,45,2
128,aussietronica,36,1
132,underground pop rap,9,4
133,pop,4,2
134,escape room,53,1
134,indie psych-pop,119,3
136,dance pop,18,2
137,rap,8,4
137,pop rap,7,4
139,underground hip hop,83,4
139,rap,8,4
140,southern hip hop,61,4
140,rap,8,4
142,indietronica,55,3
143,future garage,107,1
143,future garage,107,1
145,east coast hip hop,81,4
146,dance pop,18,2
145,southern hip hop,61,4
146,pop christmas,19,2
147,escape room,53,1
148,rap,8,4
148,underground hip hop,83,4
150,uk funky,168,6
150,uk funky,168,6
151,big beat,28,1
151,filter house,93,1
151,electronic,31,1
152,pop rap,7,4
153,house,3,1
153,indietronica,55,3
154,indie r&b,23,6
154,indie r&b,23,6
156,trap music,63,4
156,west coast rap,163,4
157,dirty south rap,101,4
158,tropical house,26,1
157,indie r&b,23,6
160,indie r&b,23,6
161,neo-psychedelic,71,3
161,noise pop,72,2
165,southern hip hop,61,4
165,southern hip hop,61,4
165,hip hop,87,4
169,trance,139,1
169,downtempo,97,
169,edm,1,1
170,texas country,17,5
170,country,11,5
172,trap music,63,4
173,hip hop,87,4
174,anti-folk,136,
174,noise rock,134,7
174,indie christmas,44,3
174,nu gaze,73,1
174,garage rock,43,7
174,power pop,126,2
3,southern hip hop,61,4
3,rap,8,4
176,rap,8,4
5,escape room,53,1
9,underground pop rap,9,4
11,indie rock,46,3
179,pop rap,7,4
180,indie r&b,23,6
124,dance-punk,90,1
124,nu gaze,73,1
124,chillwave,51,1
124,stomp and holler,50,
126,house,3,1
126,disco house,29,1
127,metropopolis,24,1
126,disco house,29,1
127,indietronica,55,3
128,tropical house,26,1
127,indie r&b,23,6
128,gauze pop,74,2
128,aussietronica,36,1
130,tropical house,26,1
130,tropical house,26,1
132,pop rap,7,4
133,folk-pop,42,2
132,pop rap,7,4
133,folk-pop,42,2
133,folk-pop,42,2
134,escape room,53,1
134,indie psych-pop,119,3
136,hip pop,58,2
136,pop,4,2
137,pop rap,7,4
136,hip pop,58,2
137,indie r&b,23,6
138,underground pop rap,9,4
139,rap,8,4
139,underground hip hop,83,4
140,pop rap,7,4
139,underground hip hop,83,4
140,pop rap,7,4
140,pop rap,7,4
142,indie r&b,23,6
142,indie r&b,23,6
143,deep indie r&b,79,3
142,indie r&b,23,6
143,deep indie r&b,79,3
143,deep indie r&b,79,3
144,viral pop,106,2
145,dirty south rap,101,4
145,hip hop,87,4
146,pop christmas,19,2
145,pop rap,7,4
146,pop,4,2
147,indie r&b,23,6
146,dance pop,18,2
148,hip hop,87,4
147,indie r&b,23,6
148,pop rap,7,4
148,pop rap,7,4
150,future garage,107,1
151,alternative dance,27,2
151,electronic,31,1
151,filter house,93,1
153,indietronica,55,3
152,pop christmas,19,2
153,filter house,93,1
154,deep indie r&b,79,3
153,filter house,93,1
154,escape room,53,1
154,deep indie r&b,79,3
156,rap,8,4
156,hip hop,87,4
157,southern hip hop,61,4
156,hip hop,87,4
157,pop rap,7,4
157,dirty south rap,101,4
158,pop,4,2
159,indie r&b,23,6
160,alternative dance,27,2
161,chillwave,51,1
162,escape room,53,1
161,freak folk,70,8
165,trap music,63,4
164,house,3,1
165,hip hop,87,4
165,rap,8,4
166,minimal dub,127,
167,underground hip hop,83,4
166,tropical house,26,1
167,underground hip hop,83,4
168,dance pop,18,2
168,dance pop,18,2
169,edm,1,1
169,progressive house,95,1
170,contemporary country,10,5
169,progressive house,95,1
170,country,11,5
170,country rock,14,5
173,pop rap,7,4
172,trap music,63,4
173,dirty south rap,101,4
174,alternative rock,39,7
174,indie folk,5,3
174,psychedelic rock,125,7
173,hip hop,87,4
174,freak folk,70,8
174,ok indie,142,3
174,experimental rock,128,7
174,ok indie,142,3
3,west coast rap,163,4
175,indie r&b,23,6
3,g funk,193,6
179,trap music,63,4
11,indie pop,45,2
180,alternative dance,27,2
124,dream pop,52,2
124,lo-fi,47,1
124,folk-pop,42,2
124,indietronica,55,3
145,gangster rap,82,4
146,rap,8,4
146,trap music,63,4
151,filter house,93,1
150,future garage,107,1
151,dance-punk,90,1
151,synthpop,33,1
152,pop rap,7,4
151,dance-punk,90,1
151,synthpop,33,1
152,pop rap,7,4
153,filter house,93,1
153,new rave,32,1
153,house,3,1
157,trap music,63,4
156,west coast rap,163,4
157,indie r&b,23,6
157,trap music,63,4
160,synthpop,33,1
160,synthpop,33,1
161,noise pop,72,2
161,indie r&b,23,6
164,tropical house,26,1
165,pop rap,7,4
165,trap music,63,4
168,pop,4,2
169,house,3,1
169,trance,139,1
170,texas country,17,5
169,trance,139,1
170,traditional country,16,5
170,country christmas,12,5
174,garage rock,43,7
174,ok indie,142,3
173,trap music,63,4
174,chamber pop,40,2
174,lo-fi,47,1
174,space rock,129,7
22,rap,8,4
174,dream pop,52,2
174,indie rock,46,3
174,space rock,129,7
22,southern hip hop,61,4
3,rap,8,4
3,southern hip hop,61,4
179,southern hip hop,61,4
180,dream pop,52,2
180,synthpop,33,1
124,folk-pop,42,2
124,slow core,138,1
124,chamber pop,40,2
124,indie rock,46,3
125,underground pop rap,9,4
126,eurodance,99,1
126,pop house,192,1
127,indie r&b,23,6
126,pop house,192,1
128,aussietronica,36,1
127,indietronica,55,3
136,dance pop,18,2
137,southern hip hop,61,4
137,southern hip hop,61,4
137,trap music,63,4
145,pop,4,2
145,trap music,63,4
146,pop,4,2
145,rap,8,4
146,pop rap,7,4
146,pop,4,2
151,electronic,31,1
151,electro house,2,1
151,house,3,1
170,traditional country,16,5
173,southern hip hop,61,4
173,hip hop,87,4
174,chamber pop,40,2
174,indie pop,45,2
174,slow core,138,1
173,pop rap,7,4
174,experimental rock,128,7
174,indie pop,45,2
174,slow core,138,1
22,pop rap,7,4
174,dance-punk,90,1
174,nu gaze,73,1
3,gangster rap,82,4
11,indie rock,46,3
180,folk-pop,42,2
13,vapor twitch,135,
124,indie folk,5,3
124,noise pop,72,2
124,dance-punk,90,1
124,neo-psychedelic,71,3
145,southern hip hop,61,4
145,pop,4,2
146,pop rap,7,4
145,hip hop,87,4
146,southern hip hop,61,4
146,pop rap,7,4
151,house,3,1
151,indietronica,55,3
151,electro house,2,1
153,new rave,32,1
153,alternative dance,27,2
154,deep indie r&b,79,3
155,french indietronica,104,1
156,pop rap,7,4
157,indie r&b,23,6
157,dirty south rap,101,4
158,pop,4,2
159,indie r&b,23,6
160,indie r&b,23,6
160,indie pop,45,2
161,nu gaze,73,1
160,alternative dance,27,2
161,nu gaze,73,1
162,underground hip hop,83,4
161,indie r&b,23,6
169,uplifting trance,153,1
169,progressive trance,146,1
170,country rock,14,5
169,progressive trance,146,1
170,outlaw country,15,5
170,contemporary country,10,5
173,trap music,63,4
172,rap,8,4
173,pop christmas,19,2
174,freak folk,70,8
174,lo-fi,47,1
174,alternative rock,39,7
174,indie folk,5,3
174,psychedelic rock,125,7
22,southern hip hop,61,4
174,blues-rock,141,7
174,indie folk,5,3
174,psychedelic rock,125,7
22,trap music,63,4
3,gangster rap,82,4
3,pop rap,7,4
5,indie r&b,23,6
176,pop rap,7,4
7,dance pop,18,2
177,wonky,66,1
7,pop,4,2
11,indietronica,55,3
179,dirty south rap,101,4
180,indie pop,45,2
124,freak folk,70,8
125,underground pop rap,9,4
124,brooklyn indie,69,3
124,lo-fi,47,1
145,trap music,63,4
144,viral pop,106,2
145,east coast hip hop,81,4
146,rap,8,4
145,dirty south rap,101,4
147,escape room,53,1
146,pop christmas,19,2
148,underground hip hop,83,4
148,underground hip hop,83,4
148,hip hop,87,4
151,electro house,2,1
151,house,3,1
151,big beat,28,1
153,house,3,1
153,electro house,2,1
153,synthpop,33,1
155,french indietronica,104,1
154,escape room,53,1
156,hip hop,87,4
156,rap,8,4
157,hip hop,87,4
157,trap music,63,4
158,pop,4,2
157,hip hop,87,4
159,deep indie r&b,79,3
158,tropical house,26,1
159,deep indie r&b,79,3
160,indietronica,55,3
159,indie r&b,23,6
160,alternative dance,27,2
161,indie r&b,23,6
160,indie pop,45,2
161,indietronica,55,3
161,chillwave,51,1
165,rap,8,4
165,escape room,53,1
166,tropical house,26,1
165,escape room,53,1
169,progressive trance,146,1
168,dance pop,18,2
169,edm,1,1
170,outlaw country,15,5
169,disco house,29,1
170,country road,13,5
171,tropical house,26,1
172,rap,8,4
171,tropical house,26,1
172,rap,8,4
173,dirty south rap,101,4
173,trap music,63,4
174,blues-rock,141,7
174,neo-psychedelic,71,3
173,dirty south rap,101,4
174,garage rock,43,7
174,power pop,126,2
22,trap music,63,4
174,anti-folk,136,
174,lo-fi,47,1
180,swedish pop,85,2
124,indie pop,45,2
124,stomp and holler,50,
124,anti-folk,136,
124,new weird america,150,1
125,underground pop rap,9,4
126,eurodance,99,1
127,indietronica,55,3
126,eurodance,99,1
127,metropopolis,24,1
127,indie pop,45,2
129,indie poptimism,102,2
128,gauze pop,74,2
129,indie poptimism,102,2
129,indie poptimism,102,2
130,tropical house,26,1
132,underground pop rap,9,4
132,pop rap,7,4
133,modern blues,110,8
133,modern blues,110,8
134,indie psych-pop,119,3
133,modern blues,110,8
134,indie r&b,23,6
134,escape room,53,1
136,pop,4,2
136,post-teen pop,25,2
137,indie r&b,23,6
136,pop,4,2
137,pop rap,7,4
138,underground pop rap,9,4
137,indie r&b,23,6
145,pop rap,7,4
145,dirty south rap,101,4
145,trap music,63,4
146,dance pop,18,2
146,rap,8,4
147,indie r&b,23,6
148,pop rap,7,4
148,hip hop,87,4
148,rap,8,4
151,edm,1,1
151,new rave,32,1
152,rap,8,4
151,alternative dance,27,2
152,pop christmas,19,2
153,alternative dance,27,2
153,indietronica,55,3
154,escape room,53,1
153,alternative dance,27,2
155,french indietronica,104,1
156,pop rap,7,4
157,pop rap,7,4
156,rap,8,4
157,rap,8,4
157,pop rap,7,4
158,tropical house,26,1
159,escape room,53,1
159,escape room,53,1
160,indie pop,45,2
160,pop,4,2
161,freak folk,70,8
160,pop,4,2
161,chillwave,51,1
161,neo-psychedelic,71,3
162,escape room,53,1
163,tropical house,26,1
162,escape room,53,1
163,tropical house,26,1
164,house,3,1
163,tropical house,26,1
164,house,3,1
165,escape room,53,1
165,rap,8,4
165,southern hip hop,61,4
166,minimal dub,127,
168,pop,4,2
167,underground hip hop,83,4
168,folk-pop,42,2
169,disco house,29,1
168,pop,4,2
169,disco house,29,1
170,country road,13,5
169,downtempo,97,
170,country rock,14,5
171,tropical house,26,1
174,indie christmas,44,3
174,power pop,126,2
173,rap,8,4
174,blues-rock,141,7
174,noise rock,134,7
174,alternative rock,39,7
174,noise pop,72,2
3,dirty south rap,101,4
3,hip hop,87,4
5,escape room,53,1
5,deep indie r&b,79,3
7,pop,4,2
177,glitch hop,64,1
7,dance pop,18,2
178,nu disco,38,1
9,underground pop rap,9,4
11,indie pop,45,2
179,hip hop,87,4
11,indietronica,55,3
13,vapor twitch,135,
180,chamber pop,40,2
181,brostep,157,1
181,complextro,156,1
181,edm,1,1
181,electro house,2,1
181,moombahton,131,
181,house,3,1
16,progressive house,95,1
16,deep uplifting trance,159,1
16,progressive trance,146,1
16,trance,139,1
16,uplifting trance,153,1
182,alternative dance,27,2
182,dance pop,18,2
182,indietronica,55,3
182,electro house,2,1
182,indie r&b,23,6
182,hip pop,58,2
182,new rave,32,1
182,pop,4,2
182,pop rap,7,4
182,synthpop,33,1
16,deep uplifting trance,159,1
16,progressive house,95,1
16,progressive trance,146,1
16,trance,139,1
16,uplifting trance,153,1
18,nu disco,38,1
183,chamber pop,40,2
183,alternative dance,27,2
183,indie pop,45,2
183,indie rock,46,3
183,indie r&b,23,6
183,indietronica,55,3
183,synthpop,33,1
183,metropopolis,24,1
18,nu disco,38,1
20,indie rock,46,3
20,garage rock,43,7
20,permanent wave,178,1
20,rock,112,7
20,sheffield indie,186,3
184,freak folk,70,8
184,indie r&b,23,6
184,neo-psychedelic,71,3
184,noise pop,72,2
20,indie rock,46,3
20,garage rock,43,7
20,permanent wave,178,1
20,rock,112,7
20,sheffield indie,186,3
24,big room,100,1
24,edm,1,1
24,electro house,2,1
24,house,3,1
24,pop,4,2
24,progressive house,95,1
24,tropical house,26,1
185,hip hop,87,4
185,rap,8,4
185,pop rap,7,4
185,southern hip hop,61,4
185,trap music,63,4
185,underground pop rap,9,4
24,progressive house,95,1
24,tropical house,26,1
24,house,3,1
24,pop,4,2
24,electro house,2,1
24,edm,1,1
24,big room,100,1
25,bmore,179,1
25,pop,4,2
25,dance pop,18,2
25,hip pop,58,2
27,indie folk,5,3
27,new americana,76,
29,disco house,29,1
29,synthpop,33,1
189,pop,4,2
34,big room,100,1
35,pop rap,7,4
191,edm,1,1
38,country road,13,5
177,glitch hop,64,1
39,downtempo,97,
194,pop rock,49,7
179,crunk,96,4
195,big room,100,1
180,alternative dance,27,2
196,pop rap,7,4
181,electro house,2,1
46,indietronica,55,3
182,dance pop,18,2
183,indietronica,55,3
184,freak folk,70,8
185,underground pop rap,9,4
58,metropopolis,24,1
203,chillwave,51,1
205,new rave,32,1
206,dance-punk,90,1
207,r&b,20,6
208,dance pop,18,2
193,indie r&b,23,6
194,dance pop,18,2
179,dirty south rap,101,4
195,big room,100,1
180,dream pop,52,2
196,rap,8,4
181,brostep,157,1
182,new rave,32,1
183,indie r&b,23,6
184,noise pop,72,2
215,bass music,122,4
201,dance pop,18,2
202,shiver pop,121,2
187,broken beat,187,
203,chamber pop,40,2
219,deep indie r&b,79,3
204,pop rap,7,4
220,pop,4,2
205,brooklyn indie,69,3
221,house,3,1
206,dance-punk,90,1
207,r&b,20,6
223,shimmer pop,56,2
208,dance pop,18,2
193,indie r&b,23,6
224,indie psych-pop,119,3
194,pop christmas,19,2
225,deep indie r&b,79,3
210,pop,4,2
195,edm,1,1
226,glitch hop,64,1
196,crunk,96,4
212,tropical house,26,1
229,indie r&b,23,6
230,indie folk,5,3
215,future garage,107,1
200,soundtrack,,
231,deep underground hip hop,137,4
201,hip pop,58,2
202,nu gaze,73,1
233,dance pop,18,2
218,brostep,157,1
203,electro house,2,1
234,pop rap,7,4
204,southern hip hop,61,4
235,indietronica,55,3
205,alternative rock,39,7
236,indietronica,55,3
221,house,3,1
206,chillwave,51,1
207,urban contemporary,60,8
238,chamber pop,40,2
244,synthpop,33,1
245,hardcore hip hop,169,4
230,indie pop,45,2
215,wonky,66,1
246,indietronica,55,3
233,pop rock,49,7
218,brostep,157,1
25,escape room,53,1
25,indie r&b,23,6
27,folk-pop,42,2
27,stomp and holler,50,
29,alternative dance,27,2
188,filter house,93,1
29,electro house,2,1
34,house,3,1
35,dance pop,18,2
176,pop rap,7,4
38,lift kit,130,
177,ninja,65,1
39,electronic,31,1
41,future garage,107,1
194,pop christmas,19,2
179,rap,8,4
180,indie r&b,23,6
196,gangster rap,82,4
182,pop,4,2
48,trap music,63,4
183,chamber pop,40,2
200,soundtrack,,
185,pop rap,7,4
187,broken beat,187,
58,indie r&b,23,6
203,electro house,2,1
188,filter house,93,1
59,indietronica,55,3
204,pop rap,7,4
205,garage rock,43,7
206,electroclash,30,1
207,pop rap,7,4
208,tropical house,26,1
193,indie poptimism,102,2
194,pop christmas,19,2
179,crunk,96,4
210,post-teen pop,25,2
195,edm,1,1
180,chamber pop,40,2
181,complextro,156,1
182,indietronica,55,3
183,indie pop,45,2
199,underground pop rap,9,4
184,freak folk,70,8
215,indietronica,55,3
185,hip hop,87,4
201,pop,4,2
217,pop,4,2
202,neo-psychedelic,71,3
203,electro house,2,1
188,big room,100,1
204,hip hop,87,4
189,pop,4,2
220,tropical house,26,1
205,alternative rock,39,7
221,progressive electro house,89,1
206,chillwave,51,1
223,australian alternative rock,80,7
208,pop,4,2
194,dance pop,18,2
211,vapor soul,158,6
196,dirty south rap,101,4
230,indie rock,46,3
215,indietronica,55,3
200,fourth world,,
201,pop,4,2
232,pop,4,2
217,tropical house,26,1
202,freak folk,70,8
233,pop,4,2
218,chillstep,173,1
203,chamber pop,40,2
205,neo-psychedelic,71,3
236,folk-pop,42,2
221,electro house,2,1
206,electroclash,30,1
207,pop rap,7,4
238,alternative dance,27,2
208,pop rap,7,4
241,electronic,31,1
226,ninja,65,1
242,edm,1,1
243,fake,175,
244,chillwave,51,1
229,chillwave,51,1
214,underground pop rap,9,4
245,dirty south rap,101,4
230,pop,4,2
215,bass music,122,4
231,deep underground hip hop,137,4
232,tropical house,26,1
217,tropical house,26,1
233,piano rock,165,7
218,electro house,2,1
25,hip pop,58,2
25,hip house,94,4
27,modern blues,110,8
29,electronic,31,1
29,alternative dance,27,2
29,vocal house,35,1
31,stomp and flutter,6,3
31,indie folk,5,3
34,electro house,2,1
39,trip hop,34,4
194,pop rap,7,4
179,pop rap,7,4
180,folk-pop,42,2
196,southern hip hop,61,4
181,edm,1,1
46,shiver pop,121,2
182,alternative dance,27,2
48,rap,8,4
183,indie pop,45,2
185,hip hop,87,4
203,chamber pop,40,2
203,synthpop,33,1
188,complextro,156,1
204,southern hip hop,61,4
205,dance-punk,90,1
175,indie r&b,23,6
206,australian dance,37,1
177,glitch hop,64,1
208,r&b,20,6
178,nu disco,38,1
194,pop,4,2
179,trap music,63,4
210,dance pop,18,2
180,indie pop,45,2
196,southern hip hop,61,4
181,edm,1,1
182,alternative dance,27,2
183,alternative dance,27,2
215,future garage,107,1
203,indie rock,46,3
188,house,3,1
204,rap,8,4
205,indie pop,45,2
221,progressive house,95,1
206,australian dance,37,1
191,electro house,2,1
207,pop,4,2
208,pop rap,7,4
194,post-teen pop,25,2
225,indie r&b,23,6
210,post-teen pop,25,2
226,chillwave,51,1
196,hardcore hip hop,169,4
215,bass music,122,4
203,indie rock,46,3
234,southern hip hop,61,4
204,pop rap,7,4
205,indie pop,45,2
206,synthpop,33,1
237,underground hip hop,83,4
222,post rock,113,7
207,dance pop,18,2
238,metropopolis,24,1
208,tropical house,26,1
225,indie r&b,23,6
210,post-teen pop,25,2
241,nu jazz,67,1
226,indietronica,55,3
242,nu jazz,67,1
212,pop,4,2
244,dream pop,52,2
230,folk-pop,42,2
25,hip house,94,4
186,underground pop rap,9,4
25,dance pop,18,2
29,synthpop,33,1
188,electro house,2,1
29,electroclash,30,1
180,swedish pop,85,2
196,dirty south rap,101,4
182,pop rap,7,4
183,indie rock,46,3
54,lift kit,130,
201,dance pop,18,2
202,shiver pop,121,2
58,candy pop,22,2
203,indie rock,46,3
188,electro house,2,1
204,trap music,63,4
205,brooklyn indie,69,3
206,synthpop,33,1
191,moombahton,131,
207,indie r&b,23,6
210,pop,4,2
180,alternative dance,27,2
180,synthpop,33,1
196,crunk,96,4
212,german pop,78,2
182,hip pop,58,2
183,synthpop,33,1
184,neo-psychedelic,71,3
215,indie r&b,23,6
203,indietronica,55,3
188,progressive house,95,1
204,trap music,63,4
205,alternative dance,27,2
205,synthpop,33,1
221,big room,100,1
206,electroclash,30,1
191,moombahton,131,
222,post rock,113,7
207,dance pop,18,2
196,southern hip hop,61,4
230,indietronica,55,3
215,indie r&b,23,6
203,indie r&b,23,6
234,rap,8,4
204,rap,8,4
235,shiver pop,121,2
205,garage rock,43,7
236,new rave,32,1
221,progressive electro house,89,1
206,dance-punk,90,1
238,chillwave,51,1
212,german pop,78,2
244,escape room,53,1
230,indie folk,5,3
215,shiver pop,121,2
25,indie r&b,23,6
25,pop rap,7,4
27,new americana,76,
27,folk-pop,42,2
29,electroclash,30,1
188,big room,100,1
29,electronic,31,1
34,progressive house,95,1
35,r&b,20,6
191,pop,4,2
38,modern country rock,140,7
39,big beat,28,1
179,dirty south rap,101,4
180,new rave,32,1
196,rap,8,4
181,house,3,1
46,shimmer psych,120,3
182,electro house,2,1
183,synthpop,33,1
52,pop,4,2
200,compositional ambient,,
201,post-teen pop,25,2
186,pop rap,7,4
56,shiver pop,121,2
202,noise pop,72,2
58,dance pop,18,2
203,indie pop,45,2
59,shimmer pop,56,2
204,rap,8,4
205,indie pop,45,2
206,filter house,93,1
177,ninja,65,1
208,pop rap,7,4
194,pop rap,7,4
179,southern hip hop,61,4
210,pop christmas,19,2
180,folk-pop,42,2
196,hardcore hip hop,169,4
181,house,3,1
212,tropical house,26,1
182,electro house,2,1
203,new rave,32,1
218,edm,1,1
188,edm,1,1
204,southern hip hop,61,4
205,garage rock,43,7
206,new rave,32,1
191,pop,4,2
222,atmospheric post rock,115,7
207,neo soul,59,6
193,indie poptimism,102,2
224,shimmer psych,120,3
194,pop rap,7,4
226,wonky,66,1
196,hip hop,87,4
230,metropopolis,24,1
203,indietronica,55,3
234,hip pop,58,2
205,indie rock,46,3
236,indie rock,46,3
221,progressive house,95,1
206,australian dance,37,1
238,neo-psychedelic,71,3
223,australian alternative rock,80,7
208,pop,4,2
224,shimmer psych,120,3
225,vapor soul,158,6
210,pop christmas,19,2
241,ninja,65,1
226,wonky,66,1
242,electronic,31,1
244,indietronica,55,3
245,southern hip hop,61,4
230,icelandic pop,160,2
25,pop rap,7,4
25,pop,4,2
29,new rave,32,1
29,trip hop,34,4
191,moombahton,131,
177,wonky,66,1
39,ninja,65,1
43,indie poptimism,102,2
180,dream pop,52,2
180,synthpop,33,1
196,crunk,96,4
181,brostep,157,1
182,new rave,32,1
183,metropopolis,24,1
184,noise pop,72,2
200,modern classical,,
185,trap music,63,4
186,underground pop rap,9,4
56,indie r&b,23,6
202,nu gaze,73,1
58,post-teen pop,25,2
203,dance-punk,90,1
188,big room,100,1
205,indietronica,55,3
205,synthpop,33,1
206,chillwave,51,1
191,electro house,2,1
207,neo soul,59,6
179,pop rap,7,4
180,indietronica,55,3
196,pop rap,7,4
182,pop rap,7,4
183,indietronica,55,3
200,compositional ambient,,
185,underground pop rap,9,4
203,chillwave,51,1
203,synthpop,33,1
218,chillstep,173,1
188,electro house,2,1
205,indietronica,55,3
221,australian dance,37,1
206,indietronica,55,3
207,pop rap,7,4
196,rap,8,4
230,pop,4,2
215,wonky,66,1
201,post-teen pop,25,2
202,shiver pop,121,2
203,chillwave,51,1
203,synthpop,33,1
234,dirty south rap,101,4
205,indietronica,55,3
236,alternative dance,27,2
206,new rave,32,1
207,indie r&b,23,6
238,indietronica,55,3
211,vapor soul,158,6
242,electro house,2,1
244,shimmer pop,56,2
245,hip hop,87,4
230,indietronica,55,3
233,dance pop,18,2
186,pop rap,7,4
25,escape room,53,1
29,house,3,1
188,house,3,1
29,disco house,29,1
180,pop,4,2
196,hip hop,87,4
46,chillwave,51,1
182,indietronica,55,3
183,alternative dance,27,2
203,indietronica,55,3
188,edm,1,1
205,alternative dance,27,2
206,new rave,32,1
207,urban contemporary,60,8
177,wonky,66,1
208,pop,4,2
194,post-teen pop,25,2
179,hip hop,87,4
180,new rave,32,1
196,hip pop,58,2
181,electro house,2,1
182,indie r&b,23,6
183,metropopolis,24,1
214,underground pop rap,9,4
184,indie r&b,23,6
215,microhouse,123,1
200,soundtrack,,
185,pop rap,7,4
203,indie r&b,23,6
218,electro house,2,1
188,complextro,156,1
205,indie rock,46,3
206,electro house,2,1
207,urban contemporary,60,8
208,tropical house,26,1
224,indie dream pop,118,2
194,pop rock,49,7
210,pop christmas,19,2
226,ninja,65,1
196,hip pop,58,2
229,ninja,65,1
230,indie pop,45,2
203,new rave,32,1
234,hip hop,87,4
204,trap music,63,4
220,tropical house,26,1
205,brooklyn indie,69,3
205,synthpop,33,1
236,dance-punk,90,1
221,edm,1,1
206,indietronica,55,3
237,escape room,53,1
222,instrumental post rock,114,7
207,neo soul,59,6
238,indie pop,45,2
239,indie poptimism,102,2
224,indie psych-pop,119,3
226,chillwave,51,1
242,turntablism,68,1
212,tropical house,26,1
244,alternative dance,27,2
229,indie r&b,23,6
245,gangster rap,82,4
230,stomp and holler,50,
215,indie r&b,23,6
218,edm,1,1
25,bmore,179,1
27,stomp and holler,50,
187,broken beat,187,
27,indie folk,5,3
29,big beat,28,1
188,progressive house,95,1
29,big beat,28,1
31,indie folk,5,3
31,stomp and flutter,6,3
34,edm,1,1
175,indie r&b,23,6
35,pop,4,2
191,electro house,2,1
176,rap,8,4
38,contemporary country,10,5
39,nu jazz,67,1
193,indie poptimism,102,2
178,nu disco,38,1
41,indie r&b,23,6
194,dance pop,18,2
179,hip hop,87,4
180,indie pop,45,2
196,hip pop,58,2
181,moombahton,131,
46,indie dream pop,118,2
182,indie r&b,23,6
183,indie r&b,23,6
184,indie r&b,23,6
52,metropopolis,24,1
200,fourth world,,
185,rap,8,4
201,hip pop,58,2
202,neo-psychedelic,71,3
58,tropical house,26,1
203,alternative dance,27,2
205,neo-psychedelic,71,3
206,electro house,2,1
176,pop rap,7,4
207,dance pop,18,2
180,pop,4,2
196,gangster rap,82,4
182,pop,4,2
183,chamber pop,40,2
215,shiver pop,121,2
200,fourth world,,
185,rap,8,4
201,post-teen pop,25,2
186,pop rap,7,4
217,tropical house,26,1
202,freak folk,70,8
203,dance-punk,90,1
205,neo-psychedelic,71,3
221,edm,1,1
206,filter house,93,1
